ORDRE;FAMILLE;CD_NOM;LB_NOM;NOM_VERN
Accipitriformes;Accipitridae;441604;Accipiter bicolor;Epervier bicolore 
Accipitriformes;Accipitridae;645315;Accipiter cooperii;Épervier de Cooper
Accipitriformes;Accipitridae;698711;Accipiter efficax;
Accipitriformes;Accipitridae;441605;Accipiter fasciatus;
Accipitriformes;Accipitridae;432708;Accipiter fasciatus vigilax;Autour australien, Émouchet gris
Accipitriformes;Accipitridae;459459;Accipiter francesiae;Épervier de Mayotte
Accipitriformes;Accipitridae;441606;Accipiter francesii;Épervier de Mayotte
Accipitriformes;Accipitridae;418715;Accipiter francesii brutus;Épervier de Frances
Accipitriformes;Accipitridae;2891;Accipiter gentilis;Autour des palombes
Accipitriformes;Accipitridae;416684;Astur palumbarius;Autour des palombes
Accipitriformes;Accipitridae;2893;Falco gentilis;Autour des palombes
Accipitriformes;Accipitridae;846569;Falco palumbarius;Autour des palombes
Accipitriformes;Accipitridae;2894;Accipiter gentilis arrigonii;Autour des palombes (ssp. de Corse)
Accipitriformes;Accipitridae;782301;Accipiter gentilis gentilis;
Accipitriformes;Accipitridae;432607;Accipiter haplochrous;Autour à ventre blanc, Émouchet bleu, Épervier à ventre blanc, Buse blanche, Buse
Accipitriformes;Accipitridae;2895;Accipiter nisus;Épervier d'Europe
Accipitriformes;Accipitridae;2898;Accipiter nisus nisus;Épervier d'Europe
Accipitriformes;Accipitridae;2899;Accipiter nisus wolterstorffi;Épervier d'Europe
Accipitriformes;Accipitridae;2897;Falco nisus;Épervier d'Europe
Accipitriformes;Accipitridae;441607;Accipiter poliogaster;Autour à ventre gris 
Accipitriformes;Accipitridae;698712;Accipiter quartus;
Accipitriformes;Accipitridae;441608;Accipiter striatus;Épervier brun
Accipitriformes;Accipitridae;441609;Accipiter superciliosus;Epervier nain 
Accipitriformes;Accipitridae;441610;Accipiter ventralis;
Accipitriformes;Accipitridae;2869;Aegypius monachus;Vautour moine
Accipitriformes;Accipitridae;2871;Vultur monachus;Vautour moine
Accipitriformes;Accipitridae;2634;Aquila adalberti;Aigle ibérique
Accipitriformes;Accipitridae;2645;Aquila chrysaetos;Aigle royal
Accipitriformes;Accipitridae;416681;Aquila fulva;Aigle royal
Accipitriformes;Accipitridae;2647;Falco chrysaetos;Aigle royal
Accipitriformes;Accipitridae;846567;Falco fulvus;Aigle royal
Accipitriformes;Accipitridae;2657;Aquila fasciata;Aigle de Bonelli
Accipitriformes;Accipitridae;2655;Hieraaetus fasciatus;Aigle de Bonelli
Accipitriformes;Accipitridae;2643;Aquila heliaca;Aigle impérial
Accipitriformes;Accipitridae;2648;Aquila nipalensis;Aigle des steppes
Accipitriformes;Accipitridae;441695;Busarellus nigricollis;Buse à tête blanche 
Accipitriformes;Accipitridae;441702;Buteogallus aequinoctialis;Buse buson 
Accipitriformes;Accipitridae;441703;Buteogallus anthracinus;
Accipitriformes;Accipitridae;441704;Buteogallus meridionalis;Buse roussâtre 
Accipitriformes;Accipitridae;782573;Asturina schistacea;Buse ardoisée
Accipitriformes;Accipitridae;720201;Buteogallus schistaceus;Buse ardoisée
Accipitriformes;Accipitridae;442036;Leucopternis schistacea;Buse ardoisée
Accipitriformes;Accipitridae;459495;Leucopternis schistaceus;Buse ardoisée
Accipitriformes;Accipitridae;441705;Buteogallus urubitinga;Buse urubu 
Accipitriformes;Accipitridae;441697;Buteo albonotatus;Buse à queue barrée 
Accipitriformes;Accipitridae;441698;Buteo brachyurus;Buse à queue courte 
Accipitriformes;Accipitridae;2623;Buteo buteo;Buse variable
Accipitriformes;Accipitridae;2625;Falco buteo;Buse variable
Accipitriformes;Accipitridae;458792;Falco vulgaris;Buse variable
Accipitriformes;Accipitridae;779863;Buteo buteo vulpinus;
Accipitriformes;Accipitridae;441699;Buteo jamaicensis;Buse à queue rousse
Accipitriformes;Accipitridae;813847;Falco jamaicensis;Buse à queue rousse
Accipitriformes;Accipitridae;2630;Buteo lagopus;Buse pattue
Accipitriformes;Accipitridae;2632;Falco lagopus;Buse pattue
Accipitriformes;Accipitridae;441671;Asturina nitida;Buse cendrée
Accipitriformes;Accipitridae;626245;Buteo nitidus;Buse cendrée
Accipitriformes;Accipitridae;782522;Falco nitidus;Buse cendrée
Accipitriformes;Accipitridae;441701;Buteo platypterus;Petite Buse 
Accipitriformes;Accipitridae;416687;Buteo ferox;Buse féroce
Accipitriformes;Accipitridae;2627;Buteo rufinus;Buse féroce
Accipitriformes;Accipitridae;2629;Falco rufinus;Buse féroce
Accipitriformes;Accipitridae;779895;Buteo rufinus cirtensis;
Accipitriformes;Accipitridae;441766;Chondrohierax uncinatus;Milan bec-en-croc, Bec-en-croc de Temminck
Accipitriformes;Accipitridae;2876;Circaetus ferox;Circaète Jean-le-Blanc
Accipitriformes;Accipitridae;2873;Circaetus gallicus;Circaète Jean-le-Blanc
Accipitriformes;Accipitridae;2875;Falco gallicus;Circaète Jean-le-Blanc
Accipitriformes;Accipitridae;2878;Circus aeruginosus;Busard des roseaux
Accipitriformes;Accipitridae;2880;Falco aeruginosus;Busard des roseaux
Accipitriformes;Accipitridae;532382;Circus approximans approximans;Busard de Gould
Accipitriformes;Accipitridae;432707;Circus approximans;Busard de Gould
Accipitriformes;Accipitridae;441775;Circus buffoni;Busard de Buffon 
Accipitriformes;Accipitridae;2881;Circus cyaneus;Busard Saint-Martin
Accipitriformes;Accipitridae;2883;Falco cyaneus;Busard Saint-Martin
Accipitriformes;Accipitridae;836343;Circus hudsonius;Busard des marais
Accipitriformes;Accipitridae;418714;Circus macrosceles;Busard de Madagascar
Accipitriformes;Accipitridae;2886;Accipiter macrourus;Busard pâle
Accipitriformes;Accipitridae;2884;Circus macrourus;Busard pâle
Accipitriformes;Accipitridae;432596;Circus maillardi;Busard de Maillard
Accipitriformes;Accipitridae;2887;Circus pygargus;Busard cendré
Accipitriformes;Accipitridae;2889;Falco pygargus;Busard cendré
Accipitriformes;Accipitridae;2641;Aquila clanga;Aigle criard
Accipitriformes;Accipitridae;836346;Clanga clanga;Aigle criard
Accipitriformes;Accipitridae;2636;Aquila pomarina;Aigle pomarin
Accipitriformes;Accipitridae;836345;Clanga pomarina;Aigle pomarin
Accipitriformes;Accipitridae;441888;Elanoides forficatus;Milan à queue fourchue, Naucler à queue fourchue
Accipitriformes;Accipitridae;828914;Falco forficatus;Milan à queue fourchue, Naucler à queue fourchue
Accipitriformes;Accipitridae;828916;Elanoides forficatus yetapa;
Accipitriformes;Accipitridae;828920;Milvus yetapa;
Accipitriformes;Accipitridae;2836;Elanus caeruleus;Élanion blanc
Accipitriformes;Accipitridae;2838;Falco caeruleus;Élanion blanc
Accipitriformes;Accipitridae;441889;Elanus leucurus;Elanion à queue blanche 
Accipitriformes;Accipitridae;441944;Gampsonyx swainsonii;Elanion perle 
Accipitriformes;Accipitridae;441696;Buteo albicaudatus;Buse à queue blanche
Accipitriformes;Accipitridae;720247;Geranoaetus albicaudatus;Buse à queue blanche
Accipitriformes;Accipitridae;828824;Geranoaetus albicaudatus colonus;
Accipitriformes;Accipitridae;441950;Geranospiza caerulescens;Buse échasse 
Accipitriformes;Accipitridae;2852;Gypaetus barbatus;Gypaète barbu
Accipitriformes;Accipitridae;2854;Vultur barbatus;Gypaète barbu
Accipitriformes;Accipitridae;2860;Gyps fulvus;Vautour fauve
Accipitriformes;Accipitridae;2862;Vultur fulvus;Vautour fauve
Accipitriformes;Accipitridae;416705;Gyps melitensis;
Accipitriformes;Accipitridae;199338;Gyps rueppellii;Vautour de Rüppell
Accipitriformes;Accipitridae;886165;Vultur rueppellii;Vautour de Rüppell
Accipitriformes;Accipitridae;2850;Falco albicilla;Pygargue à queue blanche
Accipitriformes;Accipitridae;2848;Haliaeetus albicilla;Pygargue à queue blanche
Accipitriformes;Accipitridae;441967;Haliaeetus leucocephalus;Pygargue à tête blanche
Accipitriformes;Accipitridae;432706;Haliaeetus leucogaster;Aigle pêcheur à poitrine blanche
Accipitriformes;Accipitridae;441968;Haliastur sphenurus;Milan siffleur, Aigle siffleur
Accipitriformes;Accipitridae;441970;Harpagus bidentatus;Harpage bidenté, Milan bidenté
Accipitriformes;Accipitridae;441971;Harpagus diodon;
Accipitriformes;Accipitridae;441972;Harpia harpyja;Harpie féroce
Accipitriformes;Accipitridae;846565;Vultur harpyja;Harpie féroce
Accipitriformes;Accipitridae;441973;Harpyhaliaetus solitarius;
Accipitriformes;Accipitridae;782561;Falco hamatus;Milan à long bec
Accipitriformes;Accipitridae;459487;Helicolestes hamatus;Milan à long bec
Accipitriformes;Accipitridae;442327;Rostrhamus hamatus;Milan à long bec
Accipitriformes;Accipitridae;2654;Aquila pennata;Aigle botté
Accipitriformes;Accipitridae;2653;Falco pennatus;Aigle botté
Accipitriformes;Accipitridae;2651;Hieraaetus pennatus;Aigle botté
Accipitriformes;Accipitridae;442010;Ictinia plumbea;Milan bleuâtre 
Accipitriformes;Accipitridae;442030;Leptodon cayanensis;Milan de Cayenne, Bec-en-croc de Cayenne
Accipitriformes;Accipitridae;442035;Leucopternis melanops;Buse à face noire 
Accipitriformes;Accipitridae;2842;Falco migrans;Milan noir
Accipitriformes;Accipitridae;2843;Milvus korschun;Milan noir
Accipitriformes;Accipitridae;2840;Milvus migrans;Milan noir
Accipitriformes;Accipitridae;418713;Milvus migrans parasitus;Milan noir (à bec jaune)
Accipitriformes;Accipitridae;2846;Falco milvus;Milan royal
Accipitriformes;Accipitridae;2844;Milvus milvus;Milan royal
Accipitriformes;Accipitridae;442085;Morphnus guianensis;Harpie huppée 
Accipitriformes;Accipitridae;2856;Neophron percnopterus;Vautour percnoptère
Accipitriformes;Accipitridae;2858;Vultur perenopterus;Vautour percnoptère
Accipitriformes;Accipitridae;2834;Falco apivorus;Bondrée apivore
Accipitriformes;Accipitridae;2832;Pernis apivorus;Bondrée apivore
Accipitriformes;Accipitridae;782643;Falco albicollis;Buse blanche
Accipitriformes;Accipitridae;442034;Leucopternis albicollis;Buse blanche
Accipitriformes;Accipitridae;720289;Pseudastur albicollis;Buse blanche
Accipitriformes;Accipitridae;442328;Rostrhamus sociabilis;Milan des marais 
Accipitriformes;Accipitridae;441700;Buteo magnirostris;Buse à gros bec
Accipitriformes;Accipitridae;782644;Falco magnirostris;Buse à gros bec
Accipitriformes;Accipitridae;720294;Rupornis magnirostris;Buse à gros bec
Accipitriformes;Accipitridae;782629;Buteo melanoleucus;Aigle noir et blanc
Accipitriformes;Accipitridae;459528;Spizaetus melanoleucus;Aigle noir et blanc
Accipitriformes;Accipitridae;442363;Spizastur melanoleucus;Aigle noir et blanc
Accipitriformes;Accipitridae;442361;Spizaetus ornatus;Aigle orné 
Accipitriformes;Accipitridae;828921;Falco tyrannus;Aigle tyran 
Accipitriformes;Accipitridae;442362;Spizaetus tyrannus;Aigle tyran 
Accipitriformes;Accipitridae;828922;Spizaetus tyrannus serus;
Accipitriformes;Accipitridae;2867;Aegypius tracheliotus;Vautour oricou
Accipitriformes;Accipitridae;459634;Torgos tracheliotos;Vautour oricou
Accipitriformes;Accipitridae;2864;Torgos tracheliotus;Vautour oricou
Accipitriformes;Accipitridae;2866;Vultur tracheliotus;Vautour oricou
Accipitriformes;Cathartidae;441730;Cathartes aura;Urubu à tête rouge, Vautour aura, Vautour à tête rouge
Accipitriformes;Cathartidae;828901;Vultur aura;Urubu à tête rouge, Vautour aura, Vautour à tête rouge
Accipitriformes;Cathartidae;828902;Cathartes aura ruficollis;
Accipitriformes;Cathartidae;441731;Cathartes burrovianus;Urubu à tête jaune 
Accipitriformes;Cathartidae;829135;Cathartes burrovianus urubutinga;
Accipitriformes;Cathartidae;441732;Cathartes melambrotus;Grand Urubu 
Accipitriformes;Cathartidae;441816;Coragyps atratus;Urubu noir 
Accipitriformes;Cathartidae;828903;Vultur atratus;Urubu noir 
Accipitriformes;Cathartidae;828905;Cathartes brasiliensis;
Accipitriformes;Cathartidae;828904;Coragyps atratus brasiliensis;
Accipitriformes;Cathartidae;442337;Sarcoramphus papa;Sarcoramphe roi 
Accipitriformes;Cathartidae;846566;Vultur papa;Sarcoramphe roi 
Accipitriformes;Pandionidae;2662;Falco haliaetus;Balbuzard pêcheur
Accipitriformes;Pandionidae;2660;Pandion haliaetus;Balbuzard pêcheur
Accipitriformes;Pandionidae;625971;Pandion haliaetus carolinensis;
Accipitriformes;Pandionidae;432705;Pandion haliaetus cristatus;Balbuzard d'Australie, Buse de mer, Aigle pêcheur
Accipitriformes;Pandionidae;625972;Pandion haliaetus ridgwayi;
Anseriformes;Anatidae;2776;Aix galericulata;Canard mandarin
Anseriformes;Anatidae;846643;Anas galericulata;Canard mandarin
Anseriformes;Anatidae;2775;Aix sponsa;Canard carolin, Canard branchu
Anseriformes;Anatidae;846644;Anas sponsa;Canard carolin, Canard branchu
Anseriformes;Anatidae;459626;Alopochen aegyptiaca;Ouette d'Égypte, Oie d'Égypte
Anseriformes;Anatidae;2763;Alopochen aegyptiacus;Ouette d'Égypte, Oie d'Égypte
Anseriformes;Anatidae;2765;Anas aegyptiaca;Ouette d'Égypte, Oie d'Égypte
Anseriformes;Anatidae;459616;Alopochen kervazoi;
Anseriformes;Anatidae;645631;Mascarenachen kervazoi;
Anseriformes;Anatidae;1973;Anas acuta;Canard pilet
Anseriformes;Anatidae;550537;Anas aucklandica aucklandica;Sarcelle de Nouvelle-Zélande
Anseriformes;Anatidae;456607;Anas aucklandica;Sarcelle de Nouvelle-Zélande
Anseriformes;Anatidae;550538;Anas aucklandica nesiotis;Sarcelle de Nouvelle-Zélande
Anseriformes;Anatidae;1948;Anas bahamensis;Canard des Bahamas, Pilet des Bahamas
Anseriformes;Anatidae;1958;Anas crecca;Sarcelle d'hiver
Anseriformes;Anatidae;199302;Anas carolinensis;Sarcelle à ailes vertes, Sarcelle de la Caroline
Anseriformes;Anatidae;1961;Anas crecca carolinensis;Sarcelle à ailes vertes, Sarcelle de la Caroline
Anseriformes;Anatidae;1960;Anas crecca crecca;Sarcelle d'hiver
Anseriformes;Anatidae;813479;Anas cyanoptera;Sarcelle cannelle
Anseriformes;Anatidae;813480;Spatula cyanoptera;Sarcelle cannelle
Anseriformes;Anatidae;432601;Anas eatoni;Canard d'Eaton
Anseriformes;Anatidae;785484;Anas eatoni drygalskii;Canard de Crozet, Canard d'Eaton (Crozet)
Anseriformes;Anatidae;785483;Anas eatoni eatoni;Canard des Kerguélen, Canard d'Eaton (Kerguélen)
Anseriformes;Anatidae;432700;Anas gracilis;Sarcelle australasienne, Sarcelle grise
Anseriformes;Anatidae;418812;Anas marecula;
Anseriformes;Anatidae;441638;Anas melleri;Canard de Meller
Anseriformes;Anatidae;416680;Anas boschas;Canard colvert
Anseriformes;Anatidae;1966;Anas platyrhynchos;Canard colvert
Anseriformes;Anatidae;441639;Anas rhynchotis;Canard bridé, Souchet australien
Anseriformes;Anatidae;432703;Anas rhynchotis rhynchotis;
Anseriformes;Anatidae;1968;Anas rubripes;Canard noir
Anseriformes;Anatidae;441640;Anas superciliosa;
Anseriformes;Anatidae;432702;Anas superciliosa pelewensis;Canard à sourcils, Canard sauvage
Anseriformes;Anatidae;432589;Anas theodori;
Anseriformes;Anatidae;199305;Aythya affinis;Fuligule à tête noire, Petit Fuligule
Anseriformes;Anatidae;814136;Fuligula affinis;Fuligule à tête noire, Petit Fuligule
Anseriformes;Anatidae;199304;Aythya americana;Fuligule à tête rouge
Anseriformes;Anatidae;441683;Aythya australis;
Anseriformes;Anatidae;432704;Aythya australis australis;Fuligule austral
Anseriformes;Anatidae;1990;Anas collaris;Fuligule à bec cerclé, Fuligule à collier
Anseriformes;Anatidae;1988;Aythya collaris;Fuligule à bec cerclé, Fuligule à collier
Anseriformes;Anatidae;1994;Anas ferina;Fuligule milouin
Anseriformes;Anatidae;1991;Aythya ferina;Fuligule milouin
Anseriformes;Anatidae;1993;Nyroca ferina;Fuligule milouin
Anseriformes;Anatidae;2000;Anas fuligula;Fuligule morillon
Anseriformes;Anatidae;1998;Aythya fuligula;Fuligule morillon
Anseriformes;Anatidae;2003;Anas marila;Fuligule milouinan
Anseriformes;Anatidae;2001;Aythya marila;Fuligule milouinan
Anseriformes;Anatidae;1997;Anas nyroca;Fuligule nyroca
Anseriformes;Anatidae;1995;Aythya nyroca;Fuligule nyroca
Anseriformes;Anatidae;416717;Nyroca fuligula;Fuligule nyroca
Anseriformes;Anatidae;199303;Aythya valisineria;Fuligule à dos blanc
Anseriformes;Anatidae;814137;Anas albeola;Garrot albéole
Anseriformes;Anatidae;199310;Bucephala albeola;Garrot albéole
Anseriformes;Anatidae;2811;Anas clangula;Garrot à oeil d'or
Anseriformes;Anatidae;2808;Bucephala clangula;Garrot à oeil d'or
Anseriformes;Anatidae;2810;Glaucionetta clangula;Garrot à oeil d'or
Anseriformes;Anatidae;2807;Anas islandica;Garrot d'Islande
Anseriformes;Anatidae;2805;Bucephala islandica;Garrot d'Islande
Anseriformes;Anatidae;780301;Anas moschata;Canard musqué
Anseriformes;Anatidae;441709;Cairina moschata;Canard musqué
Anseriformes;Anatidae;813758;Anas leucophrys;Canard à collier noir
Anseriformes;Anatidae;813757;Callonetta leucophrys;Canard à collier noir
Anseriformes;Anatidae;2792;Anas hyemalis;Harelde de Miquelon, Harelde boréale
Anseriformes;Anatidae;2790;Clangula hyemalis;Harelde de Miquelon, Harelde boréale
Anseriformes;Anatidae;2788;Histrionicus histrionicus;Arlequin plongeur, Garrot arlequin
Anseriformes;Anatidae;199311;Lophodytes cucullatus;Harle couronné
Anseriformes;Anatidae;813532;Mergellus cucullatus;Harle couronné
Anseriformes;Anatidae;2820;Mergus cucullatus;Harle couronné
Anseriformes;Anatidae;1953;Anas americana;Canard à front blanc, Canard d'Amérique
Anseriformes;Anatidae;1955;Mareca americana;Canard à front blanc, Canard d'Amérique
Anseriformes;Anatidae;1950;Anas penelope;Canard siffleur
Anseriformes;Anatidae;1952;Mareca penelope;Canard siffleur
Anseriformes;Anatidae;1956;Anas strepera;Canard chipeau
Anseriformes;Anatidae;836203;Mareca strepera;Canard chipeau
Anseriformes;Anatidae;1982;Anas angustirostris;Sarcelle marbrée
Anseriformes;Anatidae;1980;Marmaronetta angustirostris;Sarcelle marbrée
Anseriformes;Anatidae;199308;Melanitta americana;Macreuse à bec jaune
Anseriformes;Anatidae;584593;Melanitta nigra americana;Macreuse à bec jaune
Anseriformes;Anatidae;199309;Melanitta deglandi;Macreuse à ailes blanches
Anseriformes;Anatidae;816967;Oedemia deglandi;Macreuse à ailes blanches
Anseriformes;Anatidae;2803;Anas fusca;Macreuse brune
Anseriformes;Anatidae;2801;Melanitta fusca;Macreuse brune
Anseriformes;Anatidae;416718;Oidemia fusca;Macreuse brune
Anseriformes;Anatidae;2796;Anas nigra;Macreuse noire
Anseriformes;Anatidae;2794;Melanitta nigra;Macreuse noire
Anseriformes;Anatidae;2797;Oidemia nigra;Macreuse noire
Anseriformes;Anatidae;2800;Anas perspicillata;Macreuse à front blanc
Anseriformes;Anatidae;2798;Melanitta perspicillata;Macreuse à front blanc
Anseriformes;Anatidae;199312;Mergellus albellus;Harle piette
Anseriformes;Anatidae;2815;Mergullus albellus;Harle piette
Anseriformes;Anatidae;2813;Mergus albellus;Harle piette
Anseriformes;Anatidae;2818;Mergus merganser;Harle bièvre
Anseriformes;Anatidae;2816;Mergus serrator;Harle huppé
Anseriformes;Anatidae;813760;Anas peposaca;Nette demi-deuil
Anseriformes;Anatidae;813759;Netta peposaca;Nette demi-deuil
Anseriformes;Anatidae;1986;Anas rufina;Nette rousse
Anseriformes;Anatidae;1984;Netta rufina;Nette rousse
Anseriformes;Anatidae;2785;Anas stelleri;Eider de Steller
Anseriformes;Anatidae;2783;Polystica stelleri;Eider de Steller
Anseriformes;Anatidae;199307;Polysticta stelleri;Eider de Steller
Anseriformes;Anatidae;2786;Somateria stelleri;Eider de Steller
Anseriformes;Anatidae;418712;Sarkidiornis melanotos;Canard à bosse, Sarcidiorne à bosse
Anseriformes;Anatidae;1964;Anas formosa;Sarcelle élégante
Anseriformes;Anatidae;836226;Sibirionetta formosa;Sarcelle élégante
Anseriformes;Anatidae;2007;Anas molissima;Eider à duvet
Anseriformes;Anatidae;2005;Somateria mollissima;Eider à duvet
Anseriformes;Anatidae;2781;Anas spectabilis;Eider à tête grise
Anseriformes;Anatidae;2779;Somateria spectabilis;Eider à tête grise
Anseriformes;Anatidae;1970;Anas clypeata;Canard souchet
Anseriformes;Anatidae;1972;Spatula clypeata;Canard souchet
Anseriformes;Anatidae;1962;Anas discors;Sarcelle à ailes bleues
Anseriformes;Anatidae;836223;Spatula discors;Sarcelle à ailes bleues
Anseriformes;Anatidae;1975;Anas querquedula;Sarcelle d'été
Anseriformes;Anatidae;1977;Querquedula creca;Sarcelle d'été
Anseriformes;Anatidae;836222;Spatula querquedula;Sarcelle d'été
Anseriformes;Anatidae;2772;Anas ferruginea;Tadorne casarca, Casarca roux
Anseriformes;Anatidae;2773;Casarca ferruginea;Tadorne casarca, Casarca roux
Anseriformes;Anatidae;2770;Tadorna ferruginea;Tadorne casarca, Casarca roux
Anseriformes;Anatidae;2769;Anas tadorna;Tadorne de Belon
Anseriformes;Anatidae;2767;Tadorna tadorna;Tadorne de Belon
Anseriformes;Anatidae;2734;Anser albifrons;Oie rieuse
Anseriformes;Anatidae;2736;Branta albifrons;Oie rieuse
Anseriformes;Anatidae;2737;Anser albifrons albifrons;
Anseriformes;Anatidae;2738;Anser albifrons flavirostris;
Anseriformes;Anatidae;2743;Anas anser;Oie cendrée
Anseriformes;Anatidae;2741;Anser anser;Oie cendrée
Anseriformes;Anatidae;433478;Anser domesticus;Oie cendrée
Anseriformes;Anatidae;2744;Anser anser anser;
Anseriformes;Anatidae;2745;Anser anser rubrirostris;
Anseriformes;Anatidae;2725;Anser brachyrhynchus;Oie à bec court
Anseriformes;Anatidae;2729;Anas caerulescens;Oie des neiges
Anseriformes;Anatidae;2727;Anser caerulescens;Oie des neiges
Anseriformes;Anatidae;2730;Chen caerulescens;Oie des neiges
Anseriformes;Anatidae;846642;Anas erythropus;Oie naine
Anseriformes;Anatidae;2739;Anser erythropus;Oie naine
Anseriformes;Anatidae;2720;Anser fabalis;Oie des moissons
Anseriformes;Anatidae;2722;Anser fabilis;Oie des moissons
Anseriformes;Anatidae;2723;Anser fabalis fabalis;
Anseriformes;Anatidae;2724;Anser fabalis rossicus;
Anseriformes;Anatidae;2731;Anser indicus;Oie à tête barrée
Anseriformes;Anatidae;2733;Eulabeia indica;Oie à tête barrée
Anseriformes;Anatidae;2759;Anas bernicla;Bernache cravant
Anseriformes;Anatidae;2757;Branta bernicla;Bernache cravant
Anseriformes;Anatidae;2760;Branta bernicla bernicla;
Anseriformes;Anatidae;2762;Branta bernicla hrota;Bernache à ventre pâle
Anseriformes;Anatidae;199299;Branta hrota;Bernache à ventre pâle
Anseriformes;Anatidae;534762;Branta bernicla nigricans;Bernache du Pacifique
Anseriformes;Anatidae;199300;Branta nigricans;Bernache du Pacifique
Anseriformes;Anatidae;2749;Anas canadensis;Bernache du Canada
Anseriformes;Anatidae;2747;Branta canadensis;Bernache du Canada
Anseriformes;Anatidae;2752;Anas leucopsis;Bernache nonnette
Anseriformes;Anatidae;2750;Branta leucopsis;Bernache nonnette
Anseriformes;Anatidae;2755;Anser ruficollis;Bernache à cou roux
Anseriformes;Anatidae;2753;Branta ruficollis;Bernache à cou roux
Anseriformes;Anatidae;2756;Rufibrenta ruficollis;Bernache à cou roux
Anseriformes;Anatidae;2702;Cygnus atratus;Cygne noir
Anseriformes;Anatidae;2711;Anas columbianus;Cygne de Bewick
Anseriformes;Anatidae;2703;Cygnus colombianus;Cygne de Bewick
Anseriformes;Anatidae;2713;Cygnus columbianus columbianus;Cygne de Bewick
Anseriformes;Anatidae;2709;Cygnus columbianus;Cygne de Bewick
Anseriformes;Anatidae;2712;Olor columbianus;Cygne de Bewick
Anseriformes;Anatidae;2705;Cygnus bewickii;Cygne de Bewick
Anseriformes;Anatidae;2714;Cygnus columbianus bewickii;Cygne de Bewick
Anseriformes;Anatidae;2717;Anas cygnus;Cygne chanteur
Anseriformes;Anatidae;2715;Cygnus cygnus;Cygne chanteur
Anseriformes;Anatidae;2718;Olor cygnus;Cygne chanteur
Anseriformes;Anatidae;2708;Anas olor;Cygne tuberculé
Anseriformes;Anatidae;2706;Cygnus olor;Cygne tuberculé
Anseriformes;Anatidae;846645;Anas arborea;Dendrocygne des Antilles
Anseriformes;Anatidae;441860;Dendrocygna arborea;Dendrocygne des Antilles
Anseriformes;Anatidae;441861;Dendrocygna arcuata;
Anseriformes;Anatidae;432699;Dendrocygna arcuata arcuata;
Anseriformes;Anatidae;829197;Anas autumnalis;Dendrocygne à ventre noir
Anseriformes;Anatidae;441862;Dendrocygna autumnalis;Dendrocygne à ventre noir
Anseriformes;Anatidae;2398;Dendrocygna bicolor;Dendrocygne fauve
Anseriformes;Anatidae;2399;Dendrocygna viduata;Dendrocygne veuf
Anseriformes;Anatidae;442135;Nomonyx dominicus;Erismature routoutou, Canard masqué
Anseriformes;Anatidae;645234;Oxyura dominica;Erismature routoutou, Canard masqué
Anseriformes;Anatidae;2825;Anas jamaicensis;Érismature rousse
Anseriformes;Anatidae;2823;Oxyura jamaicensis;Érismature rousse
Anseriformes;Anatidae;2828;Anas leucocephala;Érismature à tête blanche
Anseriformes;Anatidae;2826;Oxyura leucocephala;Érismature à tête blanche
Anseriformes;Anhimidae;441641;Anhima cornuta;Kamichi cornu
Anseriformes;Anhimidae;780302;Palamedea cornuta;Kamichi cornu
Bucerotiformes;Upupidae;3590;Upupa epops;Huppe fasciée
Caprimulgiformes;Aegothelidae;441612;Aegotheles savesi;Egothèle calédonien
Caprimulgiformes;Apodidae;441613;Aerodramus francicus;Salangane des Mascareignes
Caprimulgiformes;Apodidae;459602;Collocalia francica;Salangane des Mascareignes
Caprimulgiformes;Apodidae;441614;Aerodramus leucophaeus;
Caprimulgiformes;Apodidae;459541;Collocalia leucophaea;
Caprimulgiformes;Apodidae;441615;Aerodramus ocistus;
Caprimulgiformes;Apodidae;459603;Collocalia ocista;
Caprimulgiformes;Apodidae;778893;Aerodramus ocistus gilliardi;
Caprimulgiformes;Apodidae;778892;Aerodramus ocistus ocistus;
Caprimulgiformes;Apodidae;441616;Aerodramus spodiopygius;Salangane à croupion blanc
Caprimulgiformes;Apodidae;698725;Collocalia spodiopygia;Salangane à croupion blanc
Caprimulgiformes;Apodidae;520918;Aerodramus spodiopygius leucopygius;Salangane à croupion blanc
Caprimulgiformes;Apodidae;822345;Collocalia leucopygia;Salangane à croupion blanc
Caprimulgiformes;Apodidae;441617;Aerodramus vanikorensis;Salangane de Vanikoro
Caprimulgiformes;Apodidae;459604;Collocalia vanikorensis;Salangane de Vanikoro
Caprimulgiformes;Apodidae;809957;Aeronautes montivagus;Martinet montagnard
Caprimulgiformes;Apodidae;813392;Cypselus montivagus;Martinet montagnard
Caprimulgiformes;Apodidae;829119;Aeronautes montivagus tatei;
Caprimulgiformes;Apodidae;829129;Duidia tatei;
Caprimulgiformes;Apodidae;199399;Apus affinis;Martinet des maisons
Caprimulgiformes;Apodidae;813397;Cypselus affinis;Martinet des maisons
Caprimulgiformes;Apodidae;3551;Apus apus;Martinet noir
Caprimulgiformes;Apodidae;3553;Cypselus apus;Martinet noir
Caprimulgiformes;Apodidae;3554;Hirundo apus;Martinet noir
Caprimulgiformes;Apodidae;441651;Apus balstoni;
Caprimulgiformes;Apodidae;440193;Apus barbatus;Martinet
Caprimulgiformes;Apodidae;418741;Apus barbatus mayottensis;Martinet du Cap
Caprimulgiformes;Apodidae;3555;Apus pallidus;Martinet pâle
Caprimulgiformes;Apodidae;3557;Cypselus pallidus;Martinet pâle
