ORDRE;FAMILLE;CD_NOM;LB_NOM;NOM_VERN
Charadriiformes;Scolopacidae;2914;Erolia alpina;Bécasseau variable
Charadriiformes;Scolopacidae;2915;Pelidna alpina;Bécasseau variable
Charadriiformes;Scolopacidae;2913;Tringa alpina;Bécasseau variable
Charadriiformes;Scolopacidae;2916;Calidris alpina alpina;
Charadriiformes;Scolopacidae;2917;Calidris alpina arctica;
Charadriiformes;Scolopacidae;2918;Calidris alpina schinzii;
Charadriiformes;Scolopacidae;3224;Actodromas bairdii;Bécasseau de Baird
Charadriiformes;Scolopacidae;3222;Calidris bairdii;Bécasseau de Baird
Charadriiformes;Scolopacidae;3225;Erolia bairdii;Bécasseau de Baird
Charadriiformes;Scolopacidae;3192;Calidris canutus;Bécasseau maubèche
Charadriiformes;Scolopacidae;3194;Tringa canutus;Bécasseau maubèche
Charadriiformes;Scolopacidae;534823;Calidris canutus canutus;Bécasseau maubèche
Charadriiformes;Scolopacidae;444426;Calidris canutus islandica;
Charadriiformes;Scolopacidae;782430;Calidris canutus rufa;
Charadriiformes;Scolopacidae;782431;Tringa rufa;
Charadriiformes;Scolopacidae;828816;Calidris falcinellus;Bécasseau falcinelle
Charadriiformes;Scolopacidae;2920;Limicola falcinellus;Bécasseau falcinelle
Charadriiformes;Scolopacidae;2922;Scolpax falcinellus;Bécasseau falcinelle
Charadriiformes;Scolopacidae;2901;Calidris ferruginea;Bécasseau cocorli
Charadriiformes;Scolopacidae;2905;Calidris testacea;Bécasseau cocorli
Charadriiformes;Scolopacidae;2904;Erolia ferruginea;Bécasseau cocorli
Charadriiformes;Scolopacidae;2903;Tringa ferrugineus;Bécasseau cocorli
Charadriiformes;Scolopacidae;3218;Calidris fuscicollis;Bécasseau de Bonaparte, Bécasseau à croupion blanc
Charadriiformes;Scolopacidae;582008;Calidris fusicollis;Bécasseau de Bonaparte, Bécasseau à croupion blanc
Charadriiformes;Scolopacidae;3221;Erolia fuscicollis;Bécasseau de Bonaparte, Bécasseau à croupion blanc
Charadriiformes;Scolopacidae;3220;Tringa fuscicollis;Bécasseau de Bonaparte, Bécasseau à croupion blanc
Charadriiformes;Scolopacidae;444423;Calidris himantopus;Bécasseau à échasses, Bécasseau échasse
Charadriiformes;Scolopacidae;2924;Micropalama himantopus;Bécasseau à échasses, Bécasseau échasse
Charadriiformes;Scolopacidae;814242;Tringa himantopus;Bécasseau à échasses, Bécasseau échasse
Charadriiformes;Scolopacidae;2906;Calidris maritima;Bécasseau violet
Charadriiformes;Scolopacidae;2909;Erolia maritima;Bécasseau violet
Charadriiformes;Scolopacidae;2910;Pelidna maritima;Bécasseau violet
Charadriiformes;Scolopacidae;2908;Tringa maritima;Bécasseau violet
Charadriiformes;Scolopacidae;3203;Calidris mauri;Bécasseau d'Alaska
Charadriiformes;Scolopacidae;3205;Ereunetes mauri;Bécasseau d'Alaska
Charadriiformes;Scolopacidae;3226;Calidris melanotos;Bécasseau tacheté, Bécasseau à poitrine cendrée
Charadriiformes;Scolopacidae;3229;Erolia melanotos;Bécasseau tacheté, Bécasseau à poitrine cendrée
Charadriiformes;Scolopacidae;3230;Heteropygia melanotos;Bécasseau tacheté, Bécasseau à poitrine cendrée
Charadriiformes;Scolopacidae;3228;Tringa melanotos;Bécasseau tacheté, Bécasseau à poitrine cendrée
Charadriiformes;Scolopacidae;3206;Calidris minuta;Bécasseau minute
Charadriiformes;Scolopacidae;3209;Erolia minuta;Bécasseau minute
Charadriiformes;Scolopacidae;3208;Tringa minuta;Bécasseau minute
Charadriiformes;Scolopacidae;3214;Calidris minutilla;Bécasseau minuscule
Charadriiformes;Scolopacidae;3217;Erolia minutilla;Bécasseau minuscule
Charadriiformes;Scolopacidae;3216;Tringa minutilla;Bécasseau minuscule
Charadriiformes;Scolopacidae;814245;Calidris pugnax;Chevalier combattant, Combattant varié
Charadriiformes;Scolopacidae;2534;Philomachus pugnax;Chevalier combattant, Combattant varié
Charadriiformes;Scolopacidae;2536;Tringa pugnax;Chevalier combattant, Combattant varié
Charadriiformes;Scolopacidae;3199;Calidris pusilla;Bécasseau semipalmé
Charadriiformes;Scolopacidae;3202;Ereunetes pusillus;Bécasseau semipalmé
Charadriiformes;Scolopacidae;3201;Tringa pusilla;Bécasseau semipalmé
Charadriiformes;Scolopacidae;199353;Calidris ruficollis;Bécasseau à cou roux
Charadriiformes;Scolopacidae;2929;Calidris subruficollis;Bécasseau rousset, Bécasseau roussâtre
Charadriiformes;Scolopacidae;814247;Tringa subruficollis;Bécasseau rousset, Bécasseau roussâtre
Charadriiformes;Scolopacidae;2927;Tryngites subruficollis;Bécasseau rousset, Bécasseau roussâtre
Charadriiformes;Scolopacidae;3210;Calidris temminckii;Bécasseau de Temminck
Charadriiformes;Scolopacidae;3213;Erolia temminckii;Bécasseau de Temminck
Charadriiformes;Scolopacidae;3212;Tringa temminckii;Bécasseau de Temminck
Charadriiformes;Scolopacidae;199352;Calidris tenuirostris;Bécasseau de l'Anadyr
Charadriiformes;Scolopacidae;533062;Gallinago delicata;Bécassine de Wilson
Charadriiformes;Scolopacidae;626897;Gallinago gallinago delicata;Bécassine de Wilson
Charadriiformes;Scolopacidae;814240;Scolopax delicata;Bécassine de Wilson
Charadriiformes;Scolopacidae;2546;Capella galinago;Bécassine des marais
Charadriiformes;Scolopacidae;2547;Gallinago gallinago faeroeensi;Bécassine des marais
Charadriiformes;Scolopacidae;2548;Gallinago gallinago gallinago;Bécassine des marais
Charadriiformes;Scolopacidae;2543;Gallinago gallinago;Bécassine des marais
Charadriiformes;Scolopacidae;2403;Gallino gallino;Bécassine des marais
Charadriiformes;Scolopacidae;2545;Scolopax gallinago;Bécassine des marais
Charadriiformes;Scolopacidae;2552;Capella media;Bécassine double
Charadriiformes;Scolopacidae;2549;Gallinago media;Bécassine double
Charadriiformes;Scolopacidae;2551;Scolopax media;Bécassine double
Charadriiformes;Scolopacidae;441941;Gallinago paraguaiae;Bécassine sud-américaine, Bécassine de Magellan 
Charadriiformes;Scolopacidae;441942;Gallinago undulata;Bécassine géante 
Charadriiformes;Scolopacidae;199363;Heteroscelus brevipes;Chevalier de Sibérie
Charadriiformes;Scolopacidae;814097;Totanus brevipes;Chevalier de Sibérie
Charadriiformes;Scolopacidae;442470;Tringa brevipes;Chevalier de Sibérie
Charadriiformes;Scolopacidae;432721;Heteroscelus incanus;
Charadriiformes;Scolopacidae;843697;Scolopax incana;
Charadriiformes;Scolopacidae;442471;Tringa incana;
Charadriiformes;Scolopacidae;2557;Limnodromus griseus;Limnodrome à bec court, Bécassin roux
Charadriiformes;Scolopacidae;814241;Scolopax grisea;Limnodrome à bec court, Bécassin roux
Charadriiformes;Scolopacidae;2554;Limnodromus scolopaceus;Limnodrome à long bec, Bécassin à long bec
Charadriiformes;Scolopacidae;2556;Limosa scolopacea;Limnodrome à long bec, Bécassin à long bec
Charadriiformes;Scolopacidae;442038;Limosa fedoa;Barge marbrée
Charadriiformes;Scolopacidae;814244;Scolopax fedoa;Barge marbrée
Charadriiformes;Scolopacidae;199356;Limosa haemastica;Barge hudsonienne
Charadriiformes;Scolopacidae;846662;Scolopax haemastica;Barge hudsonienne
Charadriiformes;Scolopacidae;549653;Limosa laponica;Barge rousse
Charadriiformes;Scolopacidae;2568;Limosa lapponica;Barge rousse
Charadriiformes;Scolopacidae;816268;Scolopax lapponica;Barge rousse
Charadriiformes;Scolopacidae;432719;Limosa lapponica baueri;Barge rousse
Charadriiformes;Scolopacidae;2563;Limosa limosa;Barge à queue noire
Charadriiformes;Scolopacidae;2565;Scolopax limosa;Barge à queue noire
Charadriiformes;Scolopacidae;2567;Limosa limosa islandica;
Charadriiformes;Scolopacidae;2566;Limosa limosa limosa;
Charadriiformes;Scolopacidae;2541;Galinago minima;Bécassine sourde
Charadriiformes;Scolopacidae;2538;Lymnocryptes minimus;Bécassine sourde
Charadriiformes;Scolopacidae;2540;Scolopax minima;Bécassine sourde
Charadriiformes;Scolopacidae;442140;Numenius americanus;Courlis à long bec
Charadriiformes;Scolopacidae;2576;Numenius arquata;Courlis cendré
Charadriiformes;Scolopacidae;846659;Scolopax arcuata;Courlis cendré
Charadriiformes;Scolopacidae;2578;Tringa arquata;Courlis cendré
Charadriiformes;Scolopacidae;199358;Numenius borealis;Courlis esquimau
Charadriiformes;Scolopacidae;442141;Numenius madagascariensis;Courlis de Sibérie
Charadriiformes;Scolopacidae;199357;Numenius minutus;Courlis nain
Charadriiformes;Scolopacidae;2571;Numenius phaeopus;Courlis corlieu
Charadriiformes;Scolopacidae;2573;Scolopax phaeopus;Courlis corlieu
Charadriiformes;Scolopacidae;199359;Numenius hudsonicus;Courlis hudsonien
Charadriiformes;Scolopacidae;520934;Numenius phaeopus hudsonicus;Courlis hudsonien
Charadriiformes;Scolopacidae;625969;Numenius phaeopus phaeopus;Courlis corlieu d'Europe
Charadriiformes;Scolopacidae;432720;Numenius phaeopus variegatus;Courlis corlieu
Charadriiformes;Scolopacidae;442142;Numenius tahitiensis;
Charadriiformes;Scolopacidae;2574;Numenius tenuirostris;Courlis à bec grêle
Charadriiformes;Scolopacidae;442208;Phalaropus fulicaria;Phalarope à bec large
Charadriiformes;Scolopacidae;3250;Phalaropus fulicarius;Phalarope à bec large
Charadriiformes;Scolopacidae;3252;Tringa fulicaria;Phalarope à bec large
Charadriiformes;Scolopacidae;3245;Lobipes lobatus;Phalarope à bec étroit
Charadriiformes;Scolopacidae;3243;Phalaropus lobatus;Phalarope à bec étroit
Charadriiformes;Scolopacidae;3246;Tringa lobata;Phalarope à bec étroit
Charadriiformes;Scolopacidae;846669;Tringa lobata;Phalarope à bec étroit
Charadriiformes;Scolopacidae;846668;Tringa tobata;Phalarope à bec étroit
Charadriiformes;Scolopacidae;457198;Aechmorhynchus cancellatus;
Charadriiformes;Scolopacidae;418827;Prosobonia cancellata;
Charadriiformes;Scolopacidae;418828;Prosobonia ellisi;
Charadriiformes;Scolopacidae;418829;Prosobonia leucoptera;
Charadriiformes;Scolopacidae;778910;Prosobonia parvirostris;
Charadriiformes;Scolopacidae;442346;Scolopax minor;Bécasse d'Amérique
Charadriiformes;Scolopacidae;2559;Scolopax rusticola;Bécasse des bois
Charadriiformes;Scolopacidae;2561;Scolopax scolopax;Bécasse des bois
Charadriiformes;Scolopacidae;3247;Phalaropus tricolor;Phalarope de Wilson
Charadriiformes;Scolopacidae;3249;Steganopus tricolor;Phalarope de Wilson
Charadriiformes;Scolopacidae;2584;Tringa erythropus;Chevalier arlequin
Charadriiformes;Scolopacidae;2602;Scolopax flavipes;Petit Chevalier à pattes jaunes, Chevalier à pattes jaunes
Charadriiformes;Scolopacidae;843924;Totanus flavipes;Petit Chevalier à pattes jaunes, Chevalier à pattes jaunes
Charadriiformes;Scolopacidae;2600;Tringa flavipes;Petit Chevalier à pattes jaunes, Chevalier à pattes jaunes
Charadriiformes;Scolopacidae;2607;Tringa glareola;Chevalier sylvain
Charadriiformes;Scolopacidae;2599;Scolopax melanoleuca;Grand Chevalier à pattes jaunes, Chevalier criard
Charadriiformes;Scolopacidae;843923;Totanus melanoleucus;Grand Chevalier à pattes jaunes, Chevalier criard
Charadriiformes;Scolopacidae;2597;Tringa melanoleuca;Grand Chevalier à pattes jaunes, Chevalier criard
Charadriiformes;Scolopacidae;2596;Scolopax nebularia;Chevalier aboyeur
Charadriiformes;Scolopacidae;2594;Tringa nebularia;Chevalier aboyeur
Charadriiformes;Scolopacidae;2603;Tringa ochropus;Chevalier culblanc
Charadriiformes;Scolopacidae;3236;Catoptrophorus semipalmatus;Chevalier semipalmé
Charadriiformes;Scolopacidae;782502;Scolopax semipalmata;Chevalier semipalmé
Charadriiformes;Scolopacidae;626151;Tringa semipalmata;Chevalier semipalmé
Charadriiformes;Scolopacidae;828889;Symphemia semipalmata inornata;
Charadriiformes;Scolopacidae;828888;Tringa semipalmata inornata;
Charadriiformes;Scolopacidae;828890;Tringa semipalmata semipalmata;
Charadriiformes;Scolopacidae;2605;Tringa solitaria;Chevalier solitaire
Charadriiformes;Scolopacidae;828893;Totanus solitarius cinnamomeus;
Charadriiformes;Scolopacidae;828892;Tringa solitaria cinnamomea;
Charadriiformes;Scolopacidae;828891;Tringa solitaria solitaria;
Charadriiformes;Scolopacidae;2593;Totanus stagnatilis;Chevalier stagnatile
Charadriiformes;Scolopacidae;2591;Tringa stagnatilis;Chevalier stagnatile
Charadriiformes;Scolopacidae;2588;Scolopax totanus;Chevalier gambette
Charadriiformes;Scolopacidae;2586;Tringa totanus;Chevalier gambette
Charadriiformes;Scolopacidae;2589;Tringa totanus robusta;
Charadriiformes;Scolopacidae;2590;Tringa totanus totanus;
Charadriiformes;Scolopacidae;2612;Scolopax cinerea;Bargette du Térek, Chevalier bargette
Charadriiformes;Scolopacidae;2614;Terekia cinerea;Bargette du Térek, Chevalier bargette
Charadriiformes;Scolopacidae;550804;Tringa cinerea;Bargette du Térek, Chevalier bargette
Charadriiformes;Scolopacidae;348275;Tringa cinerea;Bargette du Térek, Chevalier bargette
Charadriiformes;Scolopacidae;2613;Tringa terek;Bargette du Térek, Chevalier bargette
Charadriiformes;Scolopacidae;2610;Xenus cinereus;Bargette du Térek, Chevalier bargette
Charadriiformes;Stercorariidae;645580;Catharacta antarctica;Labbe antarctique
Charadriiformes;Stercorariidae;696627;Catharacta skua antarctica;Labbe antarctique
Charadriiformes;Stercorariidae;815157;Lestris antarcticus;Labbe antarctique
Charadriiformes;Stercorariidae;815159;Megalestris antarctica;Labbe antarctique
Charadriiformes;Stercorariidae;442376;Stercorarius antarctica;Labbe antarctique
Charadriiformes;Stercorariidae;626255;Stercorarius antarcticus;Labbe antarctique
Charadriiformes;Stercorariidae;626257;Catharacta lonnbergi;Grand Labbe, Labbe subantarctique
Charadriiformes;Stercorariidae;626256;Stercorarius antarcticus lonnbergi;Grand Labbe, Labbe subantarctique
Charadriiformes;Stercorariidae;442377;Stercorarius lonnbergi;Grand Labbe, Labbe subantarctique
Charadriiformes;Stercorariidae;785489;Stercorarius chilensis;
Charadriiformes;Stercorariidae;3261;Stercorarius longicaudus;Labbe à longue queue
Charadriiformes;Stercorariidae;199370;Catharacta maccormicki;Labbe de McCormick
Charadriiformes;Stercorariidae;687468;Catharacta skua maccormicki;Labbe de McCormick
Charadriiformes;Stercorariidae;442378;Stercorarius maccormicki;Labbe de McCormick
Charadriiformes;Stercorariidae;3260;Larus parasiticus;Labbe parasite
Charadriiformes;Stercorariidae;3258;Stercorarius parasiticus;Labbe parasite
Charadriiformes;Stercorariidae;3257;Lestris pomarinus;Labbe pomarin
Charadriiformes;Stercorariidae;3255;Stercorarius pomarinus;Labbe pomarin
Charadriiformes;Stercorariidae;3265;Catharacta skua;Grand Labbe
Charadriiformes;Stercorariidae;3263;Stercorarius skua;Grand Labbe
Charadriiformes;Turnicidae;816418;Tetrao nigricollis;Hémipode de Madagascar, Turnix de Madagascar
Charadriiformes;Turnicidae;442487;Turnix nigricollis;Hémipode de Madagascar, Turnix de Madagascar
Charadriiformes;Turnicidae;442488;Turnix varia;
Charadriiformes;Turnicidae;459537;Turnix varius;
Charadriiformes;Turnicidae;698719;Turnix novaecaledoniae;Turnix bariolé
Charadriiformes;Turnicidae;432711;Turnix varia novaecaledoniae;Turnix bariolé
Charadriiformes;Turnicidae;836341;Turnix varius novaecaledoniae;Turnix bariolé
Columbiformes;Columbidae;418736;Alectroenas sganzini;Founingo des Comores
Columbiformes;Columbidae;810734;Alectroenas sganzini sganzini;
Columbiformes;Columbidae;778895;Alopecoenas erythropterus;
Columbiformes;Columbidae;418833;Gallicolumba erythroptera erythroptera;
Columbiformes;Columbidae;418832;Gallicolumba erythroptera;
Columbiformes;Columbidae;418834;Gallicolumba erythroptera pectoralis;
Columbiformes;Columbidae;778896;Alopecoenas rubescens;
Columbiformes;Columbidae;418835;Gallicolumba rubescens;
Columbiformes;Columbidae;784897;Alopecoenas stairi;Gallicolombe de Stair
Columbiformes;Columbidae;698720;Caloenas canacorum;
Columbiformes;Columbidae;441750;Chalcophaps indica;
Columbiformes;Columbidae;846683;Columba indica;
Columbiformes;Columbidae;520935;Chalcophaps indica chrysochlora;Colombine du Pacifique, Tourterelle verte
Columbiformes;Columbidae;520936;Chalcophaps indica sandwichensis;
Columbiformes;Columbidae;441777;Claravis pretiosa;Colombe bleutée
Columbiformes;Columbidae;3420;Columba livia;Pigeon biset
Columbiformes;Columbidae;458809;Columba livia lazaretensis;
Columbiformes;Columbidae;3422;Columba oenas;Pigeon colombin
Columbiformes;Columbidae;3424;Columba palumbus;Pigeon ramier
Columbiformes;Columbidae;418732;Columba pollenii;Pigeon des Comores
Columbiformes;Columbidae;441798;Columba vitiensis;
Columbiformes;Columbidae;432731;Columba vitiensis hypoenochroa;Pigeon à gorge blanche, Collier blanc
Columbiformes;Columbidae;441799;Columbina minuta;Colombe pygmée 
Columbiformes;Columbidae;828906;Columba passerina;Colombe à queue noire, Ortolan
Columbiformes;Columbidae;441800;Columbina passerina;Colombe à queue noire, Ortolan
Columbiformes;Columbidae;828907;Columbina passerina griseola;
Columbiformes;Columbidae;813851;Columbigallina passerina nigrirostris;
Columbiformes;Columbidae;653913;Columbina passerina nigrirostris;
Columbiformes;Columbidae;441801;Columbina squammata;
Columbiformes;Columbidae;441802;Columbina talpacoti;Colombe rousse 
Columbiformes;Columbidae;441875;Drepanoptila holosericea;Ptilope vlouvlou, Pigeon vert
Columbiformes;Columbidae;809976;Carpophaga aurorae;
Columbiformes;Columbidae;418830;Ducula aurorae;
Columbiformes;Columbidae;457194;Ducula pacifica aurorae;
Columbiformes;Columbidae;418831;Ducula galeata;
Columbiformes;Columbidae;418817;Ducula goliath;Carpophage géant, Notou
Columbiformes;Columbidae;441879;Ducula pacifica;
Columbiformes;Columbidae;432734;Ducula pacifica pacifica;Carpophage pacifique
Columbiformes;Columbidae;698721;Gallicolumba longitarsus;
Columbiformes;Columbidae;418887;Gallicolumba nui;
Columbiformes;Columbidae;441940;Gallicolumba stairi;Gallicolombe de Stair
Columbiformes;Columbidae;816272;Columba striata;Géopélie zébrée
Columbiformes;Columbidae;441946;Geopelia striata;Géopélie zébrée
Columbiformes;Columbidae;846681;Columba montana;Colombe roux violet, Colombe rouviolette, Perdrix rouge
Columbiformes;Columbidae;441948;Geotrygon montana;Colombe roux violet, Colombe rouviolette, Perdrix rouge
Columbiformes;Columbidae;813850;Columba mystacea;Colombe à croissant, Perdrix croissant
Columbiformes;Columbidae;441949;Geotrygon mystacea;Colombe à croissant, Perdrix croissant
Columbiformes;Columbidae;442032;Leptotila rufaxilla;Colombe à front gris
Columbiformes;Columbidae;442033;Leptotila verreauxi;Colombe de Verreaux 
Columbiformes;Columbidae;828908;Leptotila verreauxi brasiliensis;
Columbiformes;Columbidae;828909;Peristera brasiliensis;
Columbiformes;Columbidae;810020;Macropygia arevarevauupa;
Columbiformes;Columbidae;810021;Macropygia heana;
Columbiformes;Columbidae;432590;Columba duboisi;
Columbiformes;Columbidae;528813;Nesoenas duboisi;
Columbiformes;Columbidae;441793;Columba picturata;Tourterelle peinte, Tourterelle malgache, Ramier
Columbiformes;Columbidae;459500;Nesoenas picturatus;Tourterelle peinte, Tourterelle malgache, Ramier
Columbiformes;Columbidae;442540;Streptopelia picturata;Tourterelle peinte, Tourterelle malgache, Ramier
Columbiformes;Columbidae;442539;Columba picturata comorensis;Pigeon de Madagascar
Columbiformes;Columbidae;838089;Nesoenas picturatus comorensis;Pigeon de Madagascar
Columbiformes;Columbidae;418734;Streptopelia picturata comorensis;Pigeon de Madagascar
Columbiformes;Columbidae;884344;Nesoenas picturatus picturatus;
Columbiformes;Columbidae;441791;Columba cayennensis;Pigeon rousset
Columbiformes;Columbidae;459504;Patagioenas cayennensis;Pigeon rousset
Columbiformes;Columbidae;441792;Columba leucocephala;Pigeon à couronne blanche
Columbiformes;Columbidae;459540;Patagioenas leucocephala;Pigeon à couronne blanche
Columbiformes;Columbidae;441794;Columba plumbea;Pigeon plombé
Columbiformes;Columbidae;459505;Patagioenas plumbea;Pigeon plombé
Columbiformes;Columbidae;828911;Columba plumbea delicata;
Columbiformes;Columbidae;828910;Patagioenas plumbea delicata;
Columbiformes;Columbidae;441795;Columba speciosa;Pigeon ramiret 
Columbiformes;Columbidae;459506;Patagioenas speciosa;Pigeon ramiret 
Columbiformes;Columbidae;441796;Columba squamosa;Pigeon à cou rouge
Columbiformes;Columbidae;459507;Patagioenas squamosa;Pigeon à cou rouge
Columbiformes;Columbidae;782540;Chloroenas subvinacea;Pigeon vineux
Columbiformes;Columbidae;441797;Columba subvinacea;Pigeon vineux
Columbiformes;Columbidae;459508;Patagioenas subvinacea;Pigeon vineux
Columbiformes;Columbidae;828913;Columba purpureotincta;
Columbiformes;Columbidae;828912;Patagioenas subvinacea purpureotincta;
Columbiformes;Columbidae;778879;Ptilinopus chrysogaster;
Columbiformes;Columbidae;418848;Ptilinopus purpuratus chrysogaster;
Columbiformes;Columbidae;418837;Ptilinopus coralensis;
Columbiformes;Columbidae;418836;Ptilinopus chalcurus;
Columbiformes;Columbidae;778898;Ptilinopus coralensis chalcurus;
Columbiformes;Columbidae;457195;Ptilinopus purpuratus chalcurus;
Columbiformes;Columbidae;778897;Ptilinopus coralensis coralensis;
Columbiformes;Columbidae;418838;Ptilinopus dupetithouarsii;
Columbiformes;Columbidae;418839;Ptilinopus dupetithouarsii dupetithouarsii;
Columbiformes;Columbidae;418840;Ptilinopus dupetithouarsii viridior;
Columbiformes;Columbidae;432733;Ptilinopus greyii;Ptilope de Grey, Pigeon vert des îles
Columbiformes;Columbidae;418841;Ptilinopus huttoni;
Columbiformes;Columbidae;418842;Ptilinopus mercierii;
Columbiformes;Columbidae;418843;Ptilinopus mercierii mercierii;
Columbiformes;Columbidae;418844;Ptilinopus mercierii tristrami;
Columbiformes;Columbidae;442296;Ptilinopus porphyraceus;Ptilope de Clémentine
Columbiformes;Columbidae;418845;Ptilinopus purpuratus;
Columbiformes;Columbidae;418847;Ptilinopus purpuratus frater;
Columbiformes;Columbidae;418846;Ptilinopus purpuratus purpuratus;
Columbiformes;Columbidae;418733;Streptopelia capicola;Tourterelle du Cap
Columbiformes;Columbidae;459529;Stigmatopelia chinensis;
Columbiformes;Columbidae;442387;Streptopelia chinensis;
Columbiformes;Columbidae;432732;Streptopelia chinensis tigrina;
Columbiformes;Columbidae;3431;Columba decaocto;Tourterelle turque
Columbiformes;Columbidae;3429;Streptopelia decaocto;Tourterelle turque
Columbiformes;Columbidae;3444;Columba orientalis;Tourterelle orientale
Columbiformes;Columbidae;3442;Streptopelia orientalis;Tourterelle orientale
Columbiformes;Columbidae;3434;Columba roseogrisea;Tourterelle rieuse
Columbiformes;Columbidae;3432;Streptopelia roseogrisea;Tourterelle rieuse
Columbiformes;Columbidae;3437;Columba senegalensis;Tourterelle maillée
Columbiformes;Columbidae;3438;Stigmatopelia senegalensis;Tourterelle maillée
Columbiformes;Columbidae;3435;Streptopelia senegalensis;Tourterelle maillée
Columbiformes;Columbidae;3441;Columba turtur;Tourterelle des bois
Columbiformes;Columbidae;3439;Streptopelia turtur;Tourterelle des bois
Columbiformes;Columbidae;418735;Turtur tympanistria;Tourterelle tambourette
Columbiformes;Columbidae;813853;Columba asiatica;Tourterelle à ailes blanches
Columbiformes;Columbidae;442531;Zenaida asiatica;Tourterelle à ailes blanches
Columbiformes;Columbidae;828870;Peristera auriculata;Tourterelle oreillarde
Columbiformes;Columbidae;442532;Zenaida auriculata;Tourterelle oreillarde
Columbiformes;Columbidae;442533;Zenaida aurita;Tourterelle à queue carrée
Columbiformes;Columbidae;813852;Zenaida aurita aurita;Tourterelle à queue carrée
Columbiformes;Columbidae;846682;Columba macroura;Tourterelle triste
Columbiformes;Columbidae;199391;Zenaida macroura;Tourterelle triste
Coraciiformes;Alcedinidae;3575;Alcedo atthis corsicana;Martin-pêcheur d'Europe
Coraciiformes;Alcedinidae;3574;Alcedo atthis ispida;Martin-pêcheur d'Europe
Coraciiformes;Alcedinidae;3571;Alcedo atthis;Martin-pêcheur d'Europe
Coraciiformes;Alcedinidae;846616;Alcedo ispida;Martin-pêcheur d'Europe
Coraciiformes;Alcedinidae;3573;Gracula atthis;Martin-pêcheur d'Europe
Coraciiformes;Alcedinidae;441760;Chloroceryle aenea;Martin-pêcheur nain 
Coraciiformes;Alcedinidae;441761;Chloroceryle amazona;Martin-pêcheur d'Amazonie 
Coraciiformes;Alcedinidae;441762;Chloroceryle americana;Martin-pêcheur vert 
Coraciiformes;Alcedinidae;441763;Chloroceryle inda;Martin-pêcheur bicolore 
Coraciiformes;Alcedinidae;441624;Alcedo vintsioides;Martin-pêcheur vintsi
Coraciiformes;Alcedinidae;442542;Corythornis vintsioides;Martin-pêcheur vintsi
Coraciiformes;Alcedinidae;442541;Alcedo vintsioides johannae;Martin pêcheur vintsi
Coraciiformes;Alcedinidae;418742;Corythornis vintsioides johannae;Martin pêcheur vintsi
Coraciiformes;Alcedinidae;813846;Alcedo alcyon;Martin-pêcheur d'Amérique
Coraciiformes;Alcedinidae;199401;Ceryle alcyon;Martin-pêcheur d'Amérique
Coraciiformes;Alcedinidae;442056;Megaceryle alcyon;Martin-pêcheur d'Amérique
Coraciiformes;Alcedinidae;645236;Ceryle torquata;Martin-pêcheur à ventre roux
Coraciiformes;Alcedinidae;442057;Megaceryle torquata;Martin-pêcheur à ventre roux
Coraciiformes;Alcedinidae;532722;Ceryle torquatus stictipennis;
Coraciiformes;Alcedinidae;532702;Megaceryle torquata stictipennis;
Coraciiformes;Alcedinidae;549621;Halcyon chloris;
Coraciiformes;Alcedinidae;521583;Todiramphus chloris;
Coraciiformes;Alcedinidae;442450;Todirhamphus chloris;
Coraciiformes;Alcedinidae;432651;Halcyon chloris regina;
Coraciiformes;Alcedinidae;812168;Todiramphus chloris regina;
Coraciiformes;Alcedinidae;886193;Halcyon gambieri;
Coraciiformes;Alcedinidae;459457;Todiramphus gambieri;
Coraciiformes;Alcedinidae;442451;Todirhamphus gambieri;
Coraciiformes;Alcedinidae;886192;Todiramphus gambieri gambieri;
Coraciiformes;Alcedinidae;886194;Todiramphus gambieri gertrudae;
Coraciiformes;Alcedinidae;778887;Todiramphus gertrudae;
Coraciiformes;Alcedinidae;457197;Halcyon godeffroyi;
Coraciiformes;Alcedinidae;459458;Todiramphus godeffroyi;
Coraciiformes;Alcedinidae;442452;Todirhamphus godeffroyi;
Coraciiformes;Alcedinidae;698723;Halcyon sancta;
Coraciiformes;Alcedinidae;459532;Todiramphus sanctus;
Coraciiformes;Alcedinidae;442453;Todirhamphus sanctus;
Coraciiformes;Alcedinidae;521586;Todiramphus sanctus canacorum;Martin-chasseur sacré
Coraciiformes;Alcedinidae;520960;Todirhamphus sanctus canacorum;Martin-chasseur sacré
Coraciiformes;Alcedinidae;521585;Todiramphus sanctus macmillani;
Coraciiformes;Alcedinidae;520961;Todirhamphus sanctus macmillani;
Coraciiformes;Alcedinidae;459533;Todiramphus tutus;
Coraciiformes;Alcedinidae;442454;Todirhamphus tuta;
Coraciiformes;Alcedinidae;778888;Todiramphus tutus tutus;
Coraciiformes;Alcedinidae;459534;Todiramphus veneratus;
Coraciiformes;Alcedinidae;778890;Todiramphus veneratus veneratus;
Coraciiformes;Alcedinidae;442455;Todirhamphus veneratus;
Coraciiformes;Alcedinidae;778891;Todiramphus veneratus youngi;
Coraciiformes;Alcedinidae;778889;Todiramphus youngi;
Coraciiformes;Coraciidae;3586;Coracias garrulus;Rollier d'Europe
Coraciiformes;Coraciidae;816269;Coracias glaucurus;Rolle violet
Coraciiformes;Coraciidae;440194;Eurystomus glaucurus;Rolle violet
Coraciiformes;Coraciidae;714618;Eurystomus glaucurus glaucurus;
